trip_id,ambulance_id,start_time,distance_km,expected_duration_min,time_of_day,congestion_level,avg_speed_kmph,weather_condition,weather_severity,visibility_m,speed_drop_rate,delay_minutes,delay_cause,actual_duration_min,active_trip_time_min,availability_time_min
T3957,A4,26-09-2025 18:50,21.02,31.53,Evening Peak,Medium,17.74,Clear,0,856,0.6907,10,Incident,41.53,33.24,13.71
T3958,A19,21-09-2025 17:19,28.85,43.28,Evening Peak,Low,40.39,Storm,3,121,0.2862,17.91,Weather,61.19,16.37,51.22
T3959,A27,08-09-2025 09:22,20.96,31.44,Evening Peak,Medium,26.64,Clear,0,768,0.1848,10.82,Traffic,42.26,25.3,20.13
T3960,A39,20-09-2025 22:14,4.66,6.99,Night,High,20.41,Storm,3,265,0.6848,3.91,Incident,10.9,2.08,12.27
T3961,A16,04-09-2025 17:25,9.25,13.88,Afternoon,High,16.32,Storm,3,260,0.8762,3.96,Incident,17.84,3.98,17.85
T3962,A17,20-09-2025 19:16,13.68,20.52,Night,Medium,40.55,Rain,1,404,0.0875,2.13,Weather,22.65,7.89,17.44
T3963,A14,26-09-2025 18:33,15.86,23.79,Afternoon,High,17.32,Fog,2,184,0.6742,12.87,Traffic,36.66,8.95,33.81
T3964,A42,15-09-2025 01:10,23.11,34.66,Evening Peak,Medium,13.68,Rain,1,530,0.9484,22.32,Incident,56.98,13.11,45.97
T3965,A18,17-09-2025 07:59,17.37,26.05,Morning Peak,Low,31.28,Fog,2,198,0.22,9.03,Weather,35.08,20.95,20.77
T3966,A5,19-09-2025 18:52,27.12,40.68,Afternoon,Medium,35.4,Rain,1,733,0.1357,15.71,Weather,56.39,27.68,30.56
T3967,A38,24-09-2025 06:22,10.41,15.61,Evening Peak,Medium,20.74,Clear,0,781,0.9948,8.52,Incident,24.13,2.24,26.5
T3968,A38,15-09-2025 00:17,26.08,39.12,Evening Peak,Low,34.42,Fog,2,144,0.3737,9.83,Weather,48.95,4.12,51.57
T3969,A49,11-09-2025 23:17,13.16,19.74,Afternoon,Low,39.43,Clear,0,776,0.1129,-0.2,No Delay,19.54,14.13,8.83
T3970,A9,24-09-2025 09:39,23.72,35.58,Evening Peak,High,39.34,Clear,0,814,0.2337,17.13,Traffic,52.71,23.87,33.9
T3971,A9,25-09-2025 09:54,25.45,38.17,Morning Peak,High,26.81,Fog,2,362,0.1099,18.59,Traffic,56.76,33.35,28.5
T3972,A14,17-09-2025 20:36,17.42,26.13,Morning Peak,High,35.27,Clear,0,801,0.2753,9.93,Traffic,36.06,27.61,11.96
T3973,A1,12-09-2025 00:24,20.24,30.36,Evening Peak,High,20.02,Clear,0,798,0.2296,12.6,Traffic,42.96,10.96,33.75
T3974,A1,27-09-2025 20:52,8.44,12.66,Afternoon,High,24.35,Clear,0,814,0.2026,3.79,Traffic,16.45,8.66,14.99
T3975,A50,29-09-2025 19:04,8.85,13.28,Evening Peak,Medium,23.68,Rain,1,752,1.4749,4.32,Incident,17.6,8.02,17.59
T3976,A38,26-09-2025 01:02,25.62,38.43,Night,Low,64.06,Clear,0,834,0,0.33,No Delay,38.76,5.51,44.19
T3977,A34,28-09-2025 10:41,12.09,18.14,Afternoon,Low,43.82,Clear,0,1017,0.1522,-0.3,No Delay,17.84,5.41,20.36
T3978,A2,26-09-2025 03:27,21.65,32.48,Morning Peak,Medium,41.37,Fog,2,152,0.3087,10.5,Weather,42.98,6.58,43.89
T3979,A23,11-09-2025 01:11,22.33,33.49,Afternoon,Medium,5,Clear,0,863,0.8189,17.27,Incident,50.76,6.23,48.73
T3980,A36,15-09-2025 22:15,10.87,16.3,Morning Peak,Medium,21.51,Storm,3,128,0.1401,4.87,Weather,21.17,3.13,21.83
T3981,A21,03-09-2025 04:44,29.76,44.64,Morning Peak,Low,42,Clear,0,964,0.0352,-0.03,No Delay,44.61,7.08,43.97
T3982,A40,10-09-2025 08:14,24.77,37.16,Evening Peak,Medium,18.83,Rain,1,595,0.6153,15.41,Incident,52.57,41.02,18.73
T3983,A48,28-09-2025 10:19,14.75,22.12,Afternoon,Low,25.13,Storm,3,89,0.1844,5.81,Weather,27.93,5.48,24.1
T3984,A34,18-09-2025 21:27,26.04,39.06,Afternoon,Medium,19.91,Storm,3,307,0.8486,22.82,Incident,61.88,45.83,24.68
T3985,A28,03-09-2025 01:37,14.35,21.53,Morning Peak,High,37.89,Clear,0,964,0.3966,4.61,Traffic,26.14,23.03,6.29
T3986,A37,04-09-2025 22:55,7.78,11.67,Afternoon,Medium,27.39,Fog,2,245,0.3828,3.78,Weather,15.45,12.49,5.56
T3987,A13,09-09-2025 06:31,6.32,9.48,Morning Peak,High,36.39,Clear,0,844,0.3229,2.62,Traffic,12.1,6.39,12.85
T3988,A32,12-09-2025 06:09,11.98,17.97,Evening Peak,High,28.22,Rain,1,705,0.2793,6.92,Traffic,24.89,14.96,11.29
T3989,A42,17-09-2025 12:02,24.95,37.43,Morning Peak,High,26.93,Clear,0,1081,0.2704,17.29,Traffic,54.72,31.27,29.35
T3990,A40,01-09-2025 23:21,17.57,26.36,Night,Medium,39.84,Clear,0,952,0.2113,0.66,No Delay,27.02,19.62,10.14
T3991,A23,07-09-2025 00:15,7.94,11.91,Night,Low,47.84,Clear,0,806,0.0487,-0.11,No Delay,11.8,2.72,11.02
T3992,A44,04-09-2025 03:30,19.59,29.39,Afternoon,Medium,31.67,Fog,2,359,0.2475,4.89,Weather,34.28,9.54,28.58
T3993,A42,26-09-2025 18:30,10.62,15.93,Afternoon,High,15.01,Clear,0,862,1.0964,6.77,Incident,22.7,8.68,16.05
T3994,A12,20-09-2025 15:37,6.58,9.87,Afternoon,Low,48.55,Clear,0,974,0.1267,0.15,Weather,10.02,8.13,5.41
T3995,A36,19-09-2025 06:20,11.11,16.66,Morning Peak,Low,36.96,Rain,1,638,0.3307,3.54,Weather,20.2,3.38,24.68
T3996,A30,13-09-2025 21:09,24.29,36.43,Night,Low,30.23,Storm,3,151,0.4465,8.63,Weather,45.06,36.08,14.52
T3997,A46,16-09-2025 20:22,12.61,18.91,Evening Peak,Medium,38.35,Clear,0,858,0.2305,6.39,Traffic,25.3,16.96,13.94
T3998,A22,12-09-2025 17:10,5.75,8.62,Night,Medium,48.13,Storm,3,96,0.5329,2.55,Weather,11.17,6.85,9.57
T3999,A16,27-09-2025 13:57,9.84,14.76,Evening Peak,High,20.05,Clear,0,837,1.0286,5.23,Incident,19.99,3.11,22.18
T4000,A47,14-09-2025 12:17,21.74,32.61,Afternoon,Low,48.76,Clear,0,993,0,-1.21,No Delay,31.4,21.96,11.32
T4001,A36,27-09-2025 23:47,7.15,10.73,Evening Peak,High,24.98,Clear,0,1006,0.3911,4.08,Traffic,14.81,9.31,13.56
T4002,A50,15-09-2025 01:53,20.88,31.32,Morning Peak,Low,33.15,Storm,3,186,0.3741,11.23,Weather,42.55,29.19,19.32
T4003,A24,06-09-2025 00:00,23.85,35.78,Morning Peak,Medium,28.81,Clear,0,945,0.273,12.8,Traffic,48.58,4.03,43.22
T4004,A48,15-09-2025 18:21,10.44,15.66,Afternoon,Low,31.69,Clear,0,1025,0,-0.44,No Delay,15.22,7.87,10.87
T4005,A4,28-09-2025 18:03,20.43,30.65,Night,Low,44.47,Clear,0,1001,0.0641,-1.17,No Delay,29.48,24.61,11.17
T4006,A30,06-09-2025 15:11,21.4,32.1,Night,Medium,41.39,Storm,3,85,0.1484,6.64,Weather,38.74,6.28,31.53
T4007,A13,23-09-2025 01:17,26.81,40.22,Night,Low,30.69,Clear,0,880,0,0.02,No Delay,40.24,34.75,11.19
T4008,A21,02-09-2025 04:25,21.24,31.86,Night,Medium,24.54,Fog,2,230,0.0116,9.28,Weather,41.14,27.39,19.65
T4009,A11,30-09-2025 12:52,24.57,36.85,Morning Peak,Medium,31.04,Storm,3,167,0.3891,11.45,No Delay,48.3,4.2,53.84
T4010,A11,03-09-2025 06:02,27.01,40.52,Night,High,27.23,Rain,1,478,0.3267,8.6,Traffic,49.12,36,20.03
T4011,A40,17-09-2025 07:31,12.28,18.42,Night,Medium,33.81,Storm,3,98,0.3136,4.78,Weather,23.2,3.39,21.62
T4012,A3,10-09-2025 02:31,6.25,9.38,Night,Low,48.13,Clear,0,837,0.0364,-0.04,No Delay,9.34,2.51,13.12
T4013,A35,04-09-2025 01:28,13.66,20.49,Morning Peak,High,9.97,Rain,1,393,0.4903,6.93,Incident,27.42,8.42,23.7
T4014,A29,06-09-2025 23:30,18.56,27.84,Evening Peak,Low,34.41,Fog,2,209,0.2165,7.41,Weather,35.25,23.33,17.75
T4015,A1,06-09-2025 09:32,26.83,40.24,Morning Peak,High,25.57,Fog,2,283,0.0848,6.8,Weather,47.04,1.57,53.17
T4016,A17,07-09-2025 02:55,17.05,25.58,Afternoon,Low,35.19,Fog,2,196,0.2433,9.32,Weather,34.9,6.05,30.6
T4017,A46,04-09-2025 05:23,29.61,44.41,Night,Low,39,Clear,0,1033,0.2097,2.11,No Delay,46.52,20.68,30.98
T4018,A13,13-09-2025 12:52,23.39,35.09,Evening Peak,Medium,8.75,Clear,0,946,0.7232,20.74,Incident,55.83,5.01,53.34
T4019,A7,16-09-2025 13:13,19.81,29.71,Afternoon,Low,40.1,Clear,0,979,0.1621,0.78,No Delay,30.49,4.19,31.57
T4020,A27,06-09-2025 18:03,9.46,14.19,Afternoon,Medium,11.42,Storm,3,259,0.9728,7.98,Incident,22.17,6.74,19.26
T4021,A41,12-09-2025 00:22,9.91,14.87,Evening Peak,High,29.44,Clear,0,937,0.1932,3.65,Traffic,18.52,13.73,8.65
T4022,A17,22-09-2025 06:48,29.63,44.45,Afternoon,Low,36.37,Storm,3,174,0.4969,19.11,Weather,63.56,44.65,23.66
T4023,A48,18-09-2025 02:15,12.08,18.12,Morning Peak,High,23.39,Clear,0,862,0.0053,8.69,Traffic,26.81,12.36,17.89
T4024,A35,29-09-2025 00:51,20.79,31.18,Night,Medium,42.45,Rain,1,620,0.12,10.9,Weather,42.08,32.86,14.18
T4025,A4,17-09-2025 21:35,20.82,31.23,Night,Low,45.29,Clear,0,879,0,1.87,No Delay,33.1,1.62,32.94
T4026,A22,30-09-2025 15:21,9.16,13.74,Morning Peak,Low,48.17,Clear,0,904,0.0961,0.43,No Delay,14.17,6.28,13.41
T4027,A12,11-09-2025 17:49,26.83,40.24,Afternoon,High,19.53,Fog,2,336,0.6375,25.53,Incident,65.77,19.16,46.39
T4028,A1,16-09-2025 02:15,8.34,12.51,Evening Peak,High,18.28,Rain,1,526,0.5809,6.62,Incident,19.13,12.05,11.08
T4029,A14,01-09-2025 14:46,22.85,34.28,Evening Peak,High,32.26,Clear,0,895,0.2471,16.25,Traffic,50.53,21.44,31.02
T4030,A49,11-09-2025 19:34,2.95,4.43,Afternoon,Low,40.91,Clear,0,830,0,0.04,No Delay,4.47,3.21,4.44
T4031,A16,30-09-2025 18:08,24.88,37.32,Night,Medium,57.3,Fog,2,331,0.2901,16.18,Weather,53.5,45.96,13.48
T4032,A50,08-09-2025 21:16,7.01,10.51,Evening Peak,High,34.11,Clear,0,863,0.4261,4.68,Traffic,15.19,7.55,13.21
T4033,A4,08-09-2025 00:35,10.38,15.57,Evening Peak,High,8.61,Clear,0,870,0.7209,8.73,Incident,24.3,14.59,11.76
T4034,A18,05-09-2025 00:59,23.13,34.69,Afternoon,Medium,38.18,Clear,0,804,0.1412,1.59,No Delay,36.28,6,33.39
T4035,A46,11-09-2025 09:49,17.85,26.78,Evening Peak,Medium,32.33,Storm,3,223,0.0763,4.35,Weather,31.13,23.68,12.79
T4036,A31,16-09-2025 19:47,25.76,38.64,Evening Peak,High,30.94,Rain,1,431,0.1213,9.56,Traffic,48.2,26.93,26.55
T4037,A11,14-09-2025 07:43,10.76,16.14,Morning Peak,Medium,30.54,Rain,1,645,0.045,6.82,Traffic,22.96,0.93,28.74
T4038,A1,23-09-2025 14:01,24.6,36.9,Night,Low,49.73,Clear,0,805,0.0589,2.14,No Delay,39.04,8.63,32.98
T4039,A35,27-09-2025 18:04,16.57,24.86,Morning Peak,Medium,36.7,Rain,1,502,0.3883,10.6,Weather,35.46,22.6,18.69
T4040,A15,13-09-2025 16:43,9.41,14.12,Afternoon,Low,40.97,Clear,0,857,0.0655,0,No Delay,14.12,5.48,10.44
T4041,A49,15-09-2025 10:39,28.31,42.46,Evening Peak,Low,43.86,Rain,1,716,0.3855,6.75,Weather,49.21,29.29,22.95
T4042,A7,28-09-2025 04:02,9.04,13.56,Night,Low,48.85,Clear,0,1010,0.0124,0.59,No Delay,14.15,9.26,12.11
T4043,A6,16-09-2025 20:35,5.57,8.36,Night,Low,48.89,Clear,0,996,0.0332,0.46,No Delay,8.82,3.58,10.57
T4044,A27,17-09-2025 08:38,7.51,11.27,Morning Peak,Medium,31.55,Storm,3,254,0.169,1.18,Weather,12.45,3.07,16.74
T4045,A34,23-09-2025 01:21,24.13,36.2,Night,Low,41.23,Clear,0,807,0.1072,-0.79,No Delay,35.41,26.39,15.74
T4046,A29,19-09-2025 23:10,12.54,18.81,Afternoon,Low,37.01,Clear,0,901,0.037,0.27,No Delay,19.08,8.13,17.46
T4047,A1,08-09-2025 03:11,19.48,29.22,Night,Low,35.7,Clear,0,993,0.0915,0.58,No Delay,29.8,20.87,11.85
T4048,A48,04-09-2025 21:07,18.38,27.57,Afternoon,High,5,Clear,0,824,0.6801,14.88,Incident,42.45,24.49,22.01
T4049,A36,12-09-2025 21:00,20.24,30.36,Morning Peak,Medium,24.67,Clear,0,865,0.0838,12.41,Traffic,42.77,23.35,23.19
T4050,A40,01-09-2025 19:51,18.15,27.22,Morning Peak,High,24.2,Rain,1,724,0.8842,9.21,Incident,36.43,2.21,40.54
T4051,A20,06-09-2025 17:42,14.12,21.18,Evening Peak,Medium,27.3,Clear,0,904,0.3577,8.53,Traffic,29.71,23.84,8.69
T4052,A3,12-09-2025 05:20,12.45,18.67,Morning Peak,High,38.18,Storm,3,161,0.2119,7.58,Weather,26.25,12.08,21.89
T4053,A32,30-09-2025 10:17,9.28,13.92,Afternoon,Low,43.79,Clear,0,909,0.1901,0.58,No Delay,14.5,6.47,12.2
T4054,A20,25-09-2025 16:41,7.45,11.18,Afternoon,Low,39.78,Clear,0,1010,0.1851,-0.41,No Delay,10.77,9.11,4.97
T4055,A26,01-09-2025 07:36,23.3,34.95,Evening Peak,Low,48.21,Clear,0,905,0.0687,1.41,No Delay,36.36,4.33,34.26
T4056,A38,27-09-2025 16:48,5.32,7.98,Morning Peak,Low,43.65,Clear,0,947,0,-0.29,Weather,7.69,0.95,9.88
T4057,A30,13-09-2025 13:32,17.02,25.53,Morning Peak,High,25.16,Clear,0,878,0.3588,9.75,Traffic,35.28,5.86,38.2
T4058,A43,19-09-2025 03:59,12.89,19.34,Morning Peak,High,16.88,Rain,1,710,1.1371,11.37,Incident,30.71,1.36,32.86
T4059,A22,25-09-2025 21:44,17.82,26.73,Evening Peak,Medium,38.52,Rain,1,611,0.6024,5.77,Traffic,32.5,16.29,21.53
T4060,A2,21-09-2025 06:51,4.05,6.07,Morning Peak,High,32.75,Fog,2,147,0.4591,1.79,Weather,7.86,2.24,13.11
T4061,A11,20-09-2025 14:19,9.5,14.25,Afternoon,High,11.69,Fog,2,342,1.0978,7.68,Incident,21.93,17.37,7.89
T4062,A25,19-09-2025 04:56,10.54,15.81,Afternoon,Medium,44.03,Clear,0,913,0.087,0.18,No Delay,15.99,0.31,20.96
T4063,A15,25-09-2025 21:27,8.23,12.35,Morning Peak,High,20.66,Fog,2,380,0.0934,2.66,Traffic,15.01,7.42,12.04
T4064,A43,26-09-2025 02:13,24.6,36.9,Afternoon,Low,52.51,Clear,0,882,0.2463,-1.04,No Delay,35.86,27,11.95
T4065,A31,17-09-2025 17:23,12.46,18.69,Morning Peak,High,18.79,Rain,1,515,0.6964,7.56,Incident,26.25,10.74,20.38
T4066,A48,12-09-2025 03:42,12.85,19.27,Afternoon,High,16.21,Rain,1,688,1.1186,8.36,Incident,27.63,12.66,22.86
T4067,A37,29-09-2025 03:06,4.31,6.46,Morning Peak,High,21.11,Rain,1,455,1.1967,3.21,Incident,9.67,1.12,16.56
T4068,A30,12-09-2025 17:53,26.22,39.33,Afternoon,Low,48.05,Clear,0,836,0,-0.78,No Delay,38.55,26.57,19.42
T4069,A5,05-09-2025 04:51,18.68,28.02,Night,Low,51.17,Clear,0,911,0,0.21,No Delay,28.23,1.62,32.44
T4070,A38,11-09-2025 22:04,21.9,32.85,Afternoon,Medium,17.43,Rain,1,584,0.6684,9.4,Incident,42.25,34.5,11.71
T4071,A15,23-09-2025 23:26,17.23,25.85,Night,Low,55.9,Clear,0,910,0.0318,1.06,No Delay,26.91,16.15,14.07
T4072,A29,01-09-2025 06:16,28.88,43.32,Evening Peak,Medium,37.14,Fog,2,241,0.4541,13.32,Weather,56.64,26.04,36.94
T4073,A36,24-09-2025 08:31,8.37,12.55,Afternoon,Low,31.32,Fog,2,241,0.5091,1.68,Weather,14.23,7.17,10.49
T4074,A8,06-09-2025 18:13,13.02,19.53,Evening Peak,High,40.14,Rain,1,542,0.3452,5.73,Traffic,25.26,21.58,10
T4075,A33,28-09-2025 19:07,22.27,33.41,Morning Peak,High,14.65,Fog,2,187,0.4334,21.02,Incident,54.43,23.83,33.7
T4076,A11,04-09-2025 13:50,4.05,6.07,Morning Peak,High,12.68,Rain,1,624,1.3349,3.2,Incident,9.27,6.69,4.72
T4077,A34,12-09-2025 11:31,17.53,26.3,Evening Peak,High,13.85,Clear,0,926,1.2765,11.94,Incident,38.24,29.71,15.83
T4078,A41,07-09-2025 16:04,11,16.5,Night,High,18.66,Fog,2,244,1.1969,6.29,Incident,22.79,8.26,15.87
T4079,A21,08-09-2025 07:25,5.94,8.91,Afternoon,Low,60.5,Clear,0,868,0.0215,0.43,No Delay,9.34,0.11,14.87
T4080,A50,30-09-2025 03:58,11.57,17.36,Morning Peak,High,19.95,Rain,1,437,1.4133,5.43,Incident,22.79,3.12,28.84
T4081,A31,26-09-2025 18:05,16.05,24.07,Night,High,16.39,Clear,0,795,1.1898,9.35,Incident,33.42,14.22,25.27
T4082,A13,20-09-2025 11:47,11.42,17.13,Afternoon,Medium,5,Rain,1,606,0.7417,8.87,Incident,26,17.59,12.9
T4083,A9,12-09-2025 09:01,19.07,28.61,Afternoon,Low,42.43,Clear,0,961,0,1.12,No Delay,29.73,19.12,17.93
T4084,A6,29-09-2025 21:46,20.1,30.15,Evening Peak,High,21.97,Clear,0,819,0.2242,14.9,Traffic,45.05,36.6,15.46
T4085,A29,12-09-2025 18:33,27.28,40.92,Morning Peak,Medium,10.36,Rain,1,542,0.8829,26.6,Incident,67.52,59.07,9.68
T4086,A10,22-09-2025 20:57,13.88,20.82,Evening Peak,High,15.05,Rain,1,757,1.0444,10.45,Incident,31.27,25.21,10.77
T4087,A8,23-09-2025 16:03,17.24,25.86,Night,Low,48.74,Clear,0,857,0.1604,-0.56,No Delay,25.3,19.13,11.31
T4088,A11,15-09-2025 01:54,7.09,10.63,Afternoon,Low,41.71,Fog,2,290,0.3385,3.29,Weather,13.92,11.25,5.17
T4089,A29,25-09-2025 19:33,27.8,41.7,Evening Peak,High,23.71,Fog,2,168,1.1679,19.64,Incident,61.34,47.55,15.72
T4090,A45,08-09-2025 09:27,30,45,Morning Peak,High,27.96,Clear,0,952,0.2791,18.2,Traffic,63.2,42.2,26.69
T4091,A20,28-09-2025 14:26,10.18,15.27,Night,Medium,46.46,Fog,2,261,0.5118,5.03,Weather,20.3,17.09,8.77
T4092,A3,29-09-2025 11:46,23.72,35.58,Night,Low,55.72,Clear,0,762,0.2809,1.52,No Delay,37.1,26.29,15.16
T4093,A12,08-09-2025 01:23,17.7,26.55,Afternoon,Low,38.48,Rain,1,614,0.5155,2.72,Weather,29.27,11.74,22.44
T4094,A1,08-09-2025 02:35,11.37,17.05,Morning Peak,Medium,25.88,Rain,1,438,0.2222,5.25,Traffic,22.3,4.14,24.3
T4095,A40,26-09-2025 23:24,8.94,13.41,Afternoon,High,52.28,Fog,2,358,0.7468,5.3,Weather,18.71,5.19,17.89
T4096,A41,29-09-2025 01:45,19.16,28.74,Night,High,39.13,Fog,2,190,0.1765,6.73,Weather,35.47,13.56,25.05
T4097,A33,28-09-2025 00:07,22.75,34.12,Night,Medium,36.06,Storm,3,129,0.3203,9.81,Weather,43.93,38.68,10.98
T4098,A19,27-09-2025 19:45,21.49,32.23,Evening Peak,High,19.43,Rain,1,526,0.7678,16.18,Incident,48.41,15.97,39.53
T4099,A22,16-09-2025 21:46,23.48,35.22,Evening Peak,High,20.22,Clear,0,932,0.2236,8.53,Traffic,43.75,23.45,24.12
T4100,A50,18-09-2025 11:48,26.38,39.57,Morning Peak,High,29.2,Rain,1,537,0.9058,19.25,Incident,58.82,5.44,59.26
T4101,A50,06-09-2025 18:40,9.14,13.71,Night,Medium,21.2,Fog,2,299,0.3163,4.5,Weather,18.21,8.2,15.82
T4102,A48,15-09-2025 20:33,12.12,18.18,Morning Peak,Low,34.48,Fog,2,237,0.5001,5.35,Weather,23.53,3.4,23.32
T4103,A18,08-09-2025 14:23,9.23,13.85,Night,Low,40.06,Clear,0,942,0.0676,0,No Delay,13.85,9.9,7.18
T4104,A35,18-09-2025 06:33,25.52,38.28,Morning Peak,High,26.73,Rain,1,456,0.2379,18.4,Traffic,56.68,21.44,41.13
T4105,A23,21-09-2025 12:16,5.18,7.77,Night,Low,50.26,Rain,1,423,0.5055,2.39,Weather,10.16,4.86,10.6
T4106,A27,02-09-2025 13:43,26.52,39.78,Evening Peak,Low,37.25,Fog,2,189,0.5023,16.03,Weather,55.81,25.47,33.78
T4107,A39,17-09-2025 15:45,20.86,31.29,Morning Peak,High,32.9,Fog,2,156,0.1248,8.62,Weather,39.91,8.82,35.37
T4108,A50,17-09-2025 19:21,15.65,23.47,Afternoon,High,22.57,Clear,0,1008,0.005,11.13,Traffic,34.6,3.52,38.6
T4109,A22,05-09-2025 13:25,4.65,6.98,Evening Peak,High,22.08,Clear,0,967,0.4597,3.38,Incident,10.36,9.08,7.26
T4110,A8,09-09-2025 01:00,9.28,13.92,Morning Peak,Medium,27.24,Storm,3,194,0.253,5.09,Weather,19.01,13.96,10.16
T4111,A16,11-09-2025 11:54,9.78,14.67,Night,Low,26.93,Rain,1,641,0.3123,5.38,Weather,20.05,15.65,10.9
T4112,A46,25-09-2025 11:21,11.06,16.59,Night,Medium,49.56,Fog,2,165,0.1014,6.27,Weather,22.86,14.03,17.99
T4113,A14,15-09-2025 00:14,29.33,43.99,Night,High,41.39,Fog,2,293,0.2607,17.64,Weather,61.63,9.34,58.91
T4114,A42,14-09-2025 01:59,20.89,31.34,Afternoon,Low,51.29,Clear,0,947,0.0772,1.14,No Delay,32.48,6.08,27.2
T4115,A32,14-09-2025 00:21,16.08,24.12,Night,Low,23.5,Rain,1,563,0.1742,10.56,Weather,34.68,4.91,33.15
T4116,A2,03-09-2025 01:33,5.83,8.74,Evening Peak,High,5,Fog,2,256,0.7607,4.56,Incident,13.3,4.55,17.65
T4117,A28,02-09-2025 08:41,24.34,36.51,Afternoon,Low,37.47,Clear,0,1025,0,2.13,No Delay,38.64,6.02,41.87
T4118,A18,06-09-2025 13:37,10.19,15.28,Afternoon,High,18.19,Rain,1,559,0.8962,7.17,Incident,22.45,5.22,19.47
T4119,A50,06-09-2025 22:48,21.53,32.3,Evening Peak,Low,61.57,Fog,2,173,0.2429,8.05,Weather,40.35,19.59,24.04
T4120,A26,30-09-2025 14:21,17.99,26.98,Night,High,45.95,Rain,1,434,0.3746,5.11,Weather,32.09,0.76,34.34
T4121,A21,05-09-2025 11:50,4.92,7.38,Night,Low,36.12,Storm,3,111,0.2867,1.57,Weather,8.95,5.74,9.04
T4122,A7,10-09-2025 15:52,13.52,20.28,Night,Low,52.73,Clear,0,900,0,-0.33,No Delay,19.95,12.8,11.93
T4123,A44,05-09-2025 19:13,6.86,10.29,Afternoon,High,27.5,Rain,1,571,0.1957,1.95,Traffic,12.24,2.09,16.46
T4124,A24,03-09-2025 11:29,17.48,26.22,Night,Low,46.52,Clear,0,828,0.0664,-0.86,No Delay,25.36,2.79,30.25
T4125,A50,08-09-2025 00:15,15.16,22.74,Afternoon,Low,44.72,Storm,3,176,0.4447,4.45,Weather,27.19,17.79,11.13
T4126,A45,21-09-2025 22:08,24.32,36.48,Evening Peak,High,22.57,Clear,0,953,0.7243,22.42,Incident,58.9,22.31,40.45
T4127,A22,10-09-2025 21:26,12.27,18.4,Morning Peak,High,31.91,Clear,0,1000,0.1367,8.02,Traffic,26.42,11.47,16.83
T4128,A24,30-09-2025 07:09,12.86,19.29,Evening Peak,High,8.58,Fog,2,205,1.1814,8.39,Incident,27.68,8.57,23.34
T4129,A41,10-09-2025 21:25,16.85,25.28,Morning Peak,Medium,25.05,Clear,0,853,0.2943,9.43,Traffic,34.71,1.9,34.21
T4130,A48,05-09-2025 07:27,12.06,18.09,Afternoon,Low,61.12,Clear,0,1016,0,-0.72,No Delay,17.37,14.05,10.35
T4131,A17,12-09-2025 00:14,21.03,31.55,Evening Peak,Medium,30.35,Clear,0,1025,0.1682,7.54,Traffic,39.09,24.48,23.93
T4132,A14,12-09-2025 16:14,15.2,22.8,Night,Low,47.21,Clear,0,884,0,1.02,No Delay,23.82,11.45,19.06
T4133,A2,19-09-2025 20:20,14.06,21.09,Afternoon,Low,43.58,Clear,0,881,0,0.56,No Delay,21.65,1.51,22.69
T4134,A36,14-09-2025 07:23,14.17,21.25,Evening Peak,Low,38.4,Rain,1,720,0.1867,2.89,Weather,24.14,7.12,20.06
T4135,A37,21-09-2025 20:34,8.79,13.18,Morning Peak,High,27.03,Rain,1,719,0.5768,5.74,Incident,18.92,14.77,9.41
T4136,A37,16-09-2025 12:13,8.64,12.96,Night,High,20.28,Storm,3,124,0.6958,7.52,Incident,20.48,1.71,25.9
T4137,A23,03-09-2025 20:07,21.04,31.56,Afternoon,Medium,21.05,Fog,2,293,0.2181,3.54,Weather,35.1,16.43,22.57
T4138,A4,02-09-2025 00:52,15.62,23.43,Afternoon,High,17.37,Clear,0,1049,0.836,10.29,Traffic,33.72,18.31,24.38
T4139,A9,10-09-2025 15:33,25.56,38.34,Evening Peak,High,26.87,Clear,0,939,0.344,7.02,Traffic,45.36,31.11,18.49
T4140,A17,09-09-2025 04:42,11.4,17.1,Morning Peak,Medium,18.51,Rain,1,411,0.0664,7.18,Traffic,24.28,8,19.97
T4141,A29,28-09-2025 22:59,17.15,25.72,Afternoon,Low,55.06,Clear,0,825,0.099,1.32,No Delay,27.04,12.29,18.83
T4142,A6,18-09-2025 13:28,7.07,10.61,Afternoon,High,18.57,Storm,3,214,1.4415,4.64,Incident,15.25,0.32,16.45
T4143,A48,26-09-2025 10:13,18.8,28.2,Night,High,48.38,Fog,2,226,0.1371,11.19,Weather,39.39,0.68,44.29
T4144,A42,02-09-2025 18:32,22.52,33.78,Night,Low,46.37,Clear,0,819,0.0396,0.65,No Delay,34.43,15.72,23.86
T4145,A9,02-09-2025 17:19,7.45,11.18,Night,High,18.33,Rain,1,654,0.6584,5.5,Incident,16.68,8.72,11.24
T4146,A9,24-09-2025 20:29,8.66,12.99,Night,High,40.51,Fog,2,341,0.3522,1.98,Weather,14.97,10.38,8.9
T4147,A45,26-09-2025 22:41,7.05,10.57,Morning Peak,High,27.41,Clear,0,919,0.2035,2.81,Incident,13.38,8.03,9.96
T4148,A23,10-09-2025 21:15,20.37,30.55,Evening Peak,High,25.49,Clear,0,937,1.1058,18,Traffic,48.55,25.02,26.48
T4149,A3,04-09-2025 13:57,10.94,16.41,Evening Peak,Medium,18.77,Fog,2,301,0.729,8.7,Incident,25.11,19.75,8.89
